Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,p < 0.05:,up,down,,,,,,
Emb,0.023234545,0.426027478,0.206,0.317,1,1.343529014,,,,,,,,,,
Fermt3,0.507291412,0.424380184,0.306,0.346,1,1.341995826,,,,,,,,,,
Pebp1,3.86E-06,0.423647121,0.135,0.049,0.12464394,1.341314104,,,,,,,,,,
Prrc2b,0.713411306,0.423560685,0.394,0.476,1,1.341233743,,,,,,,,,,
Stat3,0.179105383,0.423553005,0.494,0.537,1,1.341226604,,,,,,,,,,
Cst3,0.015047548,0.421487085,0.129,0.082,1,1.33930736,,,,,,,,,,
Mxd4,0.976920037,0.420298278,0.194,0.218,1,1.3382042,,,,,,,,,,
Irf2,0.062737888,0.418810164,0.571,0.645,1,1.336824579,,,,,,,,,,
Ankrd11,0.000134538,0.417067348,0.794,0.864,1,1.335210632,,,,,,,,,,
Vgll4,0.23100652,0.415550739,0.513,0.575,1,1.333807752,,,,,,,,,,
Lmo4,0.19310918,0.414624522,0.142,0.19,1,1.332951716,,,,,,,,,,
Arhgap26,0.028737015,0.414412797,0.694,0.786,1,1.33275611,,,,,,,,,,
Gm48678,0.330045861,0.414272462,0.352,0.392,1,1.332626476,,,,,,,,,,
Npc2,0.458388474,0.41361094,0.161,0.159,1,1.332015564,,,,,,,,,,
Gm15886,0.162461603,0.411044843,0.135,0.11,1,1.329648437,,,,,,,,,,
Sp4,0.752567096,0.410267439,0.277,0.311,1,1.328932142,,,,,,,,,,
Arhgap45,0.000117389,0.41006787,0.765,0.793,1,1.328748322,,,,,,,,,,
Inpp4b,0.156755353,0.409585136,0.716,0.81,1,1.328303789,,,,,,,,,,
Mal,0.245597144,0.409495622,0.158,0.137,1,1.328221376,,,,,,,,,,
Farp1,0.202782928,0.408939124,0.184,0.161,1,1.327709134,,,,,,,,,,
Ly6a,0.413043145,0.40832316,0.158,0.201,1,1.327142384,,,,,,,,,,
Map4k1,0.448663956,0.408287061,0.194,0.198,1,1.327109177,,,,,,,,,,
Cox6a1,0.363192988,0.406104743,0.184,0.176,1,1.325103219,,,,,,,,,,
Serinc3,0.049896173,0.405509883,0.655,0.738,1,1.324556958,,,,,,,,,,
Abca1,0.33280668,0.405496506,0.148,0.136,1,1.324544676,,,,,,,,,,
Vamp1,0.375743211,0.401715486,0.161,0.152,1,1.32107785,,,,,,,,,,
Arhgap18,0.259076569,0.400798388,0.271,0.269,1,1.320238329,,,,,,,,,,
Gvin1,0.49839741,0.399631473,0.235,0.253,1,1.319170894,,,,,,,,,,
Zfp36l1,0.401542354,0.399608834,0.319,0.332,1,1.319150194,,,,,,,,,,
Traf3ip2,0.778336631,0.39927145,0.165,0.194,1,1.318841738,,,,,,,,,,
Mta3,0.126497664,0.398060017,0.477,0.54,1,1.317734769,,,,,,,,,,
Gm26827,0.782283338,0.397862253,0.265,0.3,1,1.317554147,,,,,,,,,,
Ccpg1,0.321459712,0.397389509,0.129,0.114,1,1.31712248,,,,,,,,,,
Clu,0.399801589,0.396897331,0.181,0.172,1,1.316673218,,,,,,,,,,
Rpl8,0.028441431,0.396390985,0.248,0.189,1,1.316211183,,,,,,,,,,
Themis,0.28059125,0.396235286,0.461,0.489,1,1.316069142,,,,,,,,,,
Pde4b,0.280973064,0.395142392,0.342,0.361,1,1.31507255,,,,,,,,,,
Ptk2b,0.417092888,0.394921586,0.5,0.606,1,1.314871292,,,,,,,,,,
A330040F15Rik,0.619481718,0.394143311,0.265,0.284,1,1.314162164,,,,,,,,,,
Idnk,0.459208535,0.393279805,0.161,0.158,1,1.313375825,,,,,,,,,,
Reep3,0.721837639,0.393245669,0.265,0.286,1,1.313344749,,,,,,,,,,
Ikzf3,0.056834601,0.393160028,0.652,0.756,1,1.313266789,,,,,,,,,,
Ptprj,0.310219515,0.393113163,0.503,0.542,1,1.313224129,,,,,,,,,,
Gpr132,0.833109332,0.392542912,0.184,0.22,1,1.312705156,,,,,,,,,,
Calml4,0.026137865,0.391725591,0.106,0.066,1,1.311961689,,,,,,,,,,
Il15ra,0.3981013,0.391317892,0.123,0.112,1,1.311590987,,,,,,,,,,
Pbxip1,0.408886005,0.391185202,0.219,0.216,1,1.31147036,,,,,,,,,,
Cers4,0.645083023,0.390246831,0.171,0.205,1,1.310617618,,,,,,,,,,
Gm26740,0.000654235,0.38997406,0.745,0.775,1,1.310369843,,,,,,,,,,
Notch2,0.379416737,0.389850432,0.303,0.322,1,1.310257559,,,,,,,,,,
Ncoa2,0.099375238,0.389527087,0.687,0.795,1,1.30996393,,,,,,,,,,
Chsy1,0.762445336,0.389173506,0.313,0.357,1,1.309642918,,,,,,,,,,
Cd83,0.323526797,0.389140559,0.187,0.24,1,1.30961301,,,,,,,,,,
Atxn1,0.097989333,0.388526928,0.829,0.93,1,1.309056102,,,,,,,,,,
Dock10,1.04E-05,0.387288186,0.884,0.932,0.334996394,1.307932589,,,,,,,,,,
Btg1,0.698663495,0.386544705,0.271,0.31,1,1.307258731,,,,,,,,,,
Ccnd1,0.285293651,0.385945566,0.113,0.097,1,1.30671595,,,,,,,,,,
Gm8369,0.765881484,0.385548687,0.235,0.26,1,1.306356527,,,,,,,,,,
Znrf1,0.948591207,0.384786375,0.339,0.386,1,1.305666438,,,,,,,,,,
Rnf166,0.279441694,0.38386192,0.142,0.128,1,1.304830057,,,,,,,,,,
Slit3,0.06286048,0.383342752,0.087,0.132,1,1.304360586,,,,,,,,,,
Parp14,0.998408708,0.383120402,0.258,0.295,1,1.304159571,,,,,,,,,,
Mir142hg,0.000754625,0.382741938,0.742,0.815,1,1.303817494,,,,,,,,,,
Eif3k,0.252217213,0.37965655,0.1,0.082,1,1.301032093,,,,,,,,,,
Arpc3,0.74621948,0.37866018,0.158,0.187,1,1.30013387,,,,,,,,,,
Pip5k1b,0.192956605,0.378336494,0.116,0.093,1,1.299842202,,,,,,,,,,
Btla,0.283080289,0.377733347,0.368,0.491,1,1.299298891,,,,,,,,,,
Faf2,0.221043134,0.377360899,0.261,0.249,1,1.298963506,,,,,,,,,,
Atp5j,0.56022706,0.376839274,0.219,0.269,1,1.298493933,,,,,,,,,,
Nrip1,0.965532307,0.376234667,0.335,0.396,1,1.297949873,,,,,,,,,,
Ndufa11,0.017347712,0.37621654,0.11,0.068,1,1.297933564,,,,,,,,,,
Ptp4a2,0.615365967,0.375586208,0.5,0.61,1,1.297366604,,,,,,,,,,
Gm44148,0.791745072,0.375577305,0.219,0.24,1,1.297358598,,,,,,,,,,
Tspan13,0.701230865,0.374809917,0.123,0.145,1,1.296668701,,,,,,,,,,
Dad1,0.70984609,0.374728419,0.145,0.147,1,1.296595453,,,,,,,,,,
Tmbim4,0.844023205,0.372795519,0.242,0.264,1,1.294859458,,,,,,,,,,
Arhgap25,0.428200328,0.372463029,0.448,0.535,1,1.294561073,,,,,,,,,,
Nxpe3,0.845805074,0.371777067,0.332,0.385,1,1.293945692,,,,,,,,,,
Crtc3,0.702185057,0.371729968,0.268,0.293,1,1.293903449,,,,,,,,,,
Sec62,0.465145225,0.370579122,0.326,0.388,1,1.292871707,,,,,,,,,,
Rin3,0.904278492,0.370571219,0.3,0.353,1,1.292864624,,,,,,,,,,
Gm10552,0.491932245,0.370521679,0.165,0.207,1,1.29282023,,,,,,,,,,
Laptm4a,0.640539274,0.36962697,0.219,0.233,1,1.292018717,,,,,,,,,,
Fli1,0.009303813,0.3677002,0.729,0.813,1,1.290294333,,,,,,,,,,
Pik3r1,0.469768147,0.367384777,0.335,0.427,1,1.29001226,,,,,,,,,,
Gm4876,0.873149233,0.366195256,0.145,0.154,1,1.288949066,,,,,,,,,,
Gm43388,0.797939851,0.36581571,0.2,0.223,1,1.288610013,,,,,,,,,,
Cd274,0.275984094,0.364961269,0.11,0.093,1,1.287847055,,,,,,,,,,
Resf1,0.337244229,0.364919368,0.323,0.41,1,1.287809652,,,,,,,,,,
Kdm3a,0.425498071,0.364442367,0.2,0.255,1,1.287383931,,,,,,,,,,
Thap3,0.885158084,0.363887613,0.19,0.223,1,1.286888994,,,,,,,,,,
Txndc16,0.91060172,0.363127198,0.206,0.233,1,1.286210879,,,,,,,,,,
Smchd1,0.532921388,0.362796619,0.503,0.612,1,1.285916191,,,,,,,,,,
Glcci1,0.915915481,0.362397654,0.332,0.405,1,1.285560631,,,,,,,,,,
Camk2n1,0.044805472,0.361897819,0.106,0.071,1,1.285115314,,,,,,,,,,
Tmem176a,0.283655295,0.360367337,0.181,0.233,1,1.283752723,,,,,,,,,,
Aplp2,0.496379343,0.358397982,0.206,0.255,1,1.282001529,,,,,,,,,,
Mef2d,0.954916314,0.358308456,0.335,0.405,1,1.281921976,,,,,,,,,,
Rasgrp1,0.860439859,0.35824012,0.297,0.366,1,1.281861258,,,,,,,,,,
Klf3,0.866588916,0.357905894,0.213,0.242,1,1.281564326,,,,,,,,,,
Abhd2,0.630866521,0.357306933,0.219,0.26,1,1.281032372,,,,,,,,,,
Brd2,0.401467536,0.357133237,0.165,0.154,1,1.280878149,,,,,,,,,,
Gm2682,0.617832984,0.355986891,0.465,0.511,1,1.279860784,,,,,,,,,,
D16Ertd472e,0.997444622,0.355749144,0.123,0.134,1,1.279649889,,,,,,,,,,
Elavl1,0.289590084,0.352361124,0.281,0.282,1,1.276648289,,,,,,,,,,
Tes,0.399636829,0.352298025,0.181,0.233,1,1.276592454,,,,,,,,,,
Gmfg,0.734452383,0.352083871,0.113,0.115,1,1.276402971,,,,,,,,,,
Sec61g,0.14391241,0.351883029,0.129,0.103,1,1.276225291,,,,,,,,,,
Slc16a6,0.849788581,0.351334383,0.152,0.163,1,1.275740044,,,,,,,,,,
Arid5b,0.317772766,0.350705076,0.648,0.753,1,1.275183685,,,,,,,,,,
Spata13,0.729239541,0.35017169,0.31,0.337,1,1.274712317,,,,,,,,,,
Smad3,0.690369621,0.350128192,0.319,0.348,1,1.274673885,,,,,,,,,,
Cox7c,0.972691225,0.349857153,0.452,0.533,1,1.274434434,,,,,,,,,,
Zeb1,0.673688481,0.348948446,0.532,0.628,1,1.273631962,,,,,,,,,,
Abr,0.361728819,0.348294042,0.203,0.258,1,1.273054376,,,,,,,,,,
Smim14,0.9260931,0.348176477,0.371,0.432,1,1.272950639,,,,,,,,,,
Apbb1ip,0.07606471,0.347886005,0.581,0.652,1,1.272694369,,,,,,,,,,
Ndufv3,0.10052398,0.34756623,0.123,0.092,1,1.272412306,,,,,,,,,,
Arap2,0.52090415,0.347265305,0.519,0.652,1,1.272146928,,,,,,,,,,
Spp1,0.14325446,0.347131683,0.545,0.491,1,1.272029107,,,,,,,,,,
Eif2ak3,0.876737093,0.346182092,0.271,0.311,1,1.271192125,,,,,,,,,,
Add1,0.640852149,0.3453345,0.271,0.332,1,1.270445511,,,,,,,,,,
Ndufb2,0.015286204,0.344917913,0.135,0.088,1,1.270078715,,,,,,,,,,
Adcy7,0.765978622,0.344777492,0.342,0.405,1,1.269955101,,,,,,,,,,
Glb1,0.033620793,0.344250572,0.171,0.247,1,1.269491356,,,,,,,,,,
Nfatc1,0.322213733,0.344013529,0.423,0.467,1,1.269282789,,,,,,,,,,
Cxcr6,0.362318482,0.343441368,0.139,0.126,1,1.268779502,,,,,,,,,,
Lcp2,0.76281214,0.34342806,0.326,0.41,1,1.268767798,,,,,,,,,,
Cyp4a10,0.08582398,0.34336026,0.1,0.07,1,1.268708173,,,,,,,,,,
Comt,0.67839983,0.342988233,0.174,0.203,1,1.268381054,,,,,,,,,,
AC125149.3,0.225898635,0.342958874,0.148,0.198,1,1.268355242,,,,,,,,,,
Hars,0.613713043,0.342870419,0.11,0.106,1,1.268277479,,,,,,,,,,
Hexa,0.428054622,0.342846959,0.1,0.088,1,1.268256856,,,,,,,,,,
Lck,0.365900185,0.341815473,0.41,0.436,1,1.267350412,,,,,,,,,,
Dgkd,0.874666323,0.341435416,0.442,0.548,1,1.267016591,,,,,,,,,,
Cyc1,0.244606658,0.341419442,0.129,0.108,1,1.267002563,,,,,,,,,,
Lnx2,0.822851893,0.341027163,0.19,0.205,1,1.266658102,,,,,,,,,,
Msi2,0.006835305,0.341011583,0.8,0.835,1,1.266644424,,,,,,,,,,
Usp4,0.409588094,0.340647299,0.235,0.236,1,1.266324633,,,,,,,,,,
Hacd3,0.474415359,0.339835791,0.2,0.196,1,1.265612532,,,,,,,,,,
Iigp1,0.347147276,0.339728395,0.142,0.179,1,1.265518322,,,,,,,,,,
H2-Ab1,0.695558409,0.339463783,0.29,0.348,1,1.265286228,,,,,,,,,,
Ifi35,0.361069063,0.338920864,0.103,0.09,1,1.264810162,,,,,,,,,,
Crot,0.498879462,0.338756195,0.203,0.247,1,1.264665805,,,,,,,,,,
Mpc2,0.671884759,0.338208222,0.255,0.291,1,1.264185544,,,,,,,,,,
Dpm1,0.238204615,0.337124767,0.213,0.196,1,1.263236504,,,,,,,,,,
Eef2,0.259903869,0.336500798,0.281,0.267,1,1.26269027,,,,,,,,,,
Zfp512,0.696726424,0.335899536,0.168,0.198,1,1.262164137,,,,,,,,,,
Rnf130,0.828498719,0.334730636,0.194,0.209,1,1.261141921,,,,,,,,,,
Nsd3,0.112325632,0.334521291,0.677,0.775,1,1.260958933,,,,,,,,,,
Sub1,0.355696684,0.332717214,0.171,0.214,1,1.259383101,,,,,,,,,,
Xrn1,0.546818542,0.332435401,0.413,0.555,1,1.25913712,,,,,,,,,,
Pfdn5,0.624989838,0.331561298,0.135,0.132,1,1.258374463,,,,,,,,,,
Slc38a1,0.880872072,0.33117051,0.316,0.397,1,1.258033649,,,,,,,,,,
Smdt1,0.081601169,0.330117665,0.132,0.101,1,1.2571159,,,,,,,,,,
Pi4ka,0.678553408,0.329726653,0.348,0.436,1,1.256775231,,,,,,,,,,
Rplp2,0.366785753,0.329042676,0.323,0.306,1,1.256179539,,,,,,,,,,
Mitf,0.069736458,0.329040916,0.126,0.185,1,1.256178007,,,,,,,,,,
Rnf216,0.437470213,0.328368178,0.384,0.41,1,1.25559238,,,,,,,,,,
Rnf19b,0.366491754,0.326732833,0.171,0.163,1,1.254169928,,,,,,,,,,
Ddx24,0.957875771,0.326646441,0.274,0.311,1,1.254094828,,,,,,,,,,
Ppia,0.387876059,0.326028392,0.31,0.405,1,1.25355769,,,,,,,,,,
Ghitm,0.998879677,0.325870911,0.2,0.222,1,1.253420862,,,,,,,,,,
Slc25a3,0.762964325,0.325204204,0.326,0.35,1,1.252841757,,,,,,,,,,
Uba52,0.712241879,0.325149377,0.158,0.163,1,1.252794146,,,,,,,,,,
H2-Q4,0.995801963,0.324961785,0.365,0.465,1,1.252631257,,,,,,,,,,
Aopep,0.719087604,0.324863493,0.484,0.559,1,1.252545918,,,,,,,,,,
Rilpl2,0.787981721,0.32481687,0.113,0.13,1,1.252505441,,,,,,,,,,
Me2,0.520313442,0.324520138,0.135,0.168,1,1.252247853,,,,,,,,,,
Crebrf,0.924176954,0.324257524,0.394,0.476,1,1.252019927,,,,,,,,,,
Maml2,0.06678785,0.324046048,0.732,0.778,1,1.251836414,,,,,,,,,,
Dcaf5,0.296384206,0.32400806,0.381,0.44,1,1.251803452,,,,,,,,,,
Dennd1c,0.815080652,0.323830095,0.226,0.275,1,1.251649044,,,,,,,,,,
Acaa2,0.038120903,0.322293892,0.165,0.119,1,1.250316979,,,,,,,,,,
Cep290,0.858054525,0.322116743,0.139,0.145,1,1.250163462,,,,,,,,,,
Gimap3,0.995384849,0.321592657,0.329,0.403,1,1.249709399,,,,,,,,,,
Mindy3,0.756765814,0.321410364,0.294,0.361,1,1.249551501,,,,,,,,,,
Ntng2,0.976401407,0.319124416,0.126,0.136,1,1.247573156,,,,,,,,,,
Phc3,0.696416204,0.318720855,0.41,0.48,1,1.247224225,,,,,,,,,,
Gm15283,0.492581048,0.317676526,0.174,0.165,1,1.246321719,,,,,,,,,,
Fam117a,0.73960633,0.317000224,0.203,0.22,1,1.245737609,,,,,,,,,,
Svil,0.761761863,0.316110093,0.31,0.385,1,1.244969236,,,,,,,,,,
Zfp110,0.991012728,0.316062654,0.119,0.128,1,1.244928299,,,,,,,,,,
Elmsan1,0.917615243,0.315186439,0.29,0.341,1,1.244172427,,,,,,,,,,
Pdxdc1,0.909265684,0.31480267,0.284,0.315,1,1.24384151,,,,,,,,,,
Ccm2,0.889526305,0.314621927,0.352,0.432,1,1.24368569,,,,,,,,,,
Retsat,0.056227208,0.314500136,0.106,0.073,1,1.243580704,,,,,,,,,,
Nabp1,0.488711324,0.314285331,0.19,0.185,1,1.243395559,,,,,,,,,,
Rel,0.833239284,0.314151176,0.203,0.234,1,1.243279942,,,,,,,,,,
Rps27l,0.655562434,0.313979655,0.155,0.152,1,1.243132138,,,,,,,,,,
Akr1b3,0.806204295,0.313394547,0.119,0.123,1,1.242628068,,,,,,,,,,
Fyco1,0.543245559,0.312677534,0.229,0.284,1,1.242010641,,,,,,,,,,
Cradd,0.077641235,0.310932437,0.216,0.3,1,1.240509202,,,,,,,,,,
Mxi1,0.425042589,0.31061521,0.09,0.114,1,1.240236462,,,,,,,,,,
Foxn3,0.02236512,0.310492838,0.755,0.799,1,1.240131268,,,,,,,,,,
Sipa1,0.995660146,0.310357262,0.232,0.269,1,1.240014733,,,,,,,,,,
Nedd9,0.111811839,0.310164056,0.7,0.83,1,1.239848681,,,,,,,,,,
Lax1,0.44236008,0.31014938,0.171,0.22,1,1.239836069,,,,,,,,,,
Gm44686,0.635839078,0.309681858,0.129,0.126,1,1.23943435,,,,,,,,,,
Rnf43,0.462696125,0.309456893,0.187,0.231,1,1.239241096,,,,,,,,,,
Akap8l,0.645546031,0.309240379,0.3,0.326,1,1.23905513,,,,,,,,,,
Gm20559,0.87181371,0.309236816,0.271,0.332,1,1.239052069,,,,,,,,,,
Rpl27a,0.040002391,0.308833186,0.39,0.319,1,1.238705462,,,,,,,,,,
Retreg1,0.695348296,0.308810506,0.403,0.451,1,1.238685989,,,,,,,,,,
Tut4,0.189366076,0.308397867,0.616,0.718,1,1.238331751,,,,,,,,,,
Il2rg,0.831386449,0.308366843,0.19,0.223,1,1.238305122,,,,,,,,,,
Git2,0.360010122,0.307147484,0.394,0.447,1,1.237258955,,,,,,,,,,
Ppp2r5c,0.715593106,0.30684464,0.416,0.531,1,1.236999262,,,,,,,,,,
Stap1,0.495219689,0.306559462,0.235,0.291,1,1.236754768,,,,,,,,,,
Elf4,0.980959545,0.306479544,0.426,0.537,1,1.23668626,,,,,,,,,,
Ikzf1,0.210195776,0.306302096,0.726,0.848,1,1.236534161,,,,,,,,,,
Gramd3,0.698712752,0.306009891,0.519,0.604,1,1.236283737,,,,,,,,,,
Atp5md,0.19177597,0.305510333,0.181,0.156,1,1.235855727,,,,,,,,,,
Gstm1,0.730797179,0.305270454,0.126,0.147,1,1.235650256,,,,,,,,,,
Cdc42ep3,0.923156939,0.305181446,0.119,0.134,1,1.235574024,,,,,,,,,,
Mettl7a1,0.236989345,0.30516254,0.139,0.187,1,1.235557832,,,,,,,,,,
Batf,0.977947773,0.304574045,0.165,0.179,1,1.235053934,,,,,,,,,,
P2rx4,0.424394116,0.303388634,0.152,0.141,1,1.234039552,,,,,,,,,,
Fam120b,0.58792915,0.303187158,0.239,0.289,1,1.233867227,,,,,,,,,,
Arhgap9,0.987552083,0.303096116,0.094,0.101,1,1.233789365,,,,,,,,,,
Lsm14a,0.728039964,0.303093286,0.306,0.372,1,1.233786945,,,,,,,,,,
Gprin3,0.817337686,0.30249101,0.21,0.24,1,1.233271988,,,,,,,,,,
Ighd,0.724983824,0.302415462,0.168,0.192,1,1.233207409,,,,,,,,,,
Il7r,0.130514614,0.302295837,0.345,0.467,1,1.233105159,,,,,,,,,,
Scml4,0.525595058,0.301677669,0.377,0.484,1,1.232576909,,,,,,,,,,
Sh2d1a,0.551645519,0.301652235,0.103,0.126,1,1.232555179,,,,,,,,,,
Dop1b,0.671026015,0.301393335,0.187,0.227,1,1.23233401,,,,,,,,,,
Gmip,0.886501897,0.301072123,0.216,0.244,1,1.232059665,,,,,,,,,,
Itm2b,0.99725688,0.300801101,0.516,0.615,1,1.231828234,,,,,,,,,,
Tgoln1,0.354722236,0.299860866,0.174,0.163,1,1.231025687,,,,,,,,,,
Khnyn,0.581438537,0.298379994,0.139,0.136,1,1.229762734,,,,,,,,,,
Zdhhc18,0.930232462,0.297600837,0.255,0.308,1,1.229098755,,,,,,,,,,
Gm16093,0.800597391,0.297030232,0.187,0.218,1,1.228612726,,,,,,,,,,
Atp6v1e1,0.764351181,0.29695694,0.252,0.297,1,1.228550311,,,,,,,,,,
Calm2,0.364222413,0.296309803,0.229,0.288,1,1.227999355,,,,,,,,,,
Cep68,0.956047453,0.296164705,0.132,0.137,1,1.227875856,,,,,,,,,,
Wipf1,0.441001383,0.295522796,0.523,0.632,1,1.22732965,,,,,,,,,,
Hnrnpll,0.537815131,0.29506599,0.19,0.189,1,1.226941097,,,,,,,,,,
Cltrn,0.304924819,0.294962857,0.394,0.502,1,1.22685339,,,,,,,,,,
Tmco4,0.863340203,0.293864345,0.184,0.196,1,1.225919583,,,,,,,,,,
Lrig1,0.433952608,0.29371036,0.11,0.097,1,1.225788742,,,,,,,,,,
Epc1,0.922915196,0.293612855,0.387,0.462,1,1.225705899,,,,,,,,,,
Tmem59,0.655130152,0.293549119,0.252,0.3,1,1.225651751,,,,,,,,,,
Cdkn1b,0.702946844,0.292862035,0.194,0.233,1,1.225068173,,,,,,,,,,
Cd37,0.675544362,0.292642764,0.41,0.478,1,1.224881993,,,,,,,,,,
5330438D12Rik,0.480217148,0.292215433,0.3,0.357,1,1.224519232,,,,,,,,,,
Pfkfb3,0.922245824,0.292124193,0.255,0.291,1,1.224441793,,,,,,,,,,
Capza1,0.879563684,0.291833328,0.41,0.495,1,1.224194955,,,,,,,,,,
Rlim,0.874547538,0.291497643,0.184,0.196,1,1.223910144,,,,,,,,,,
Hnrnpl,0.32799871,0.291472244,0.348,0.355,1,1.223888597,,,,,,,,,,
Iqgap1,0.539588832,0.291460091,0.529,0.696,1,1.223878287,,,,,,,,,,
Tle5,0.842056232,0.291087747,0.161,0.179,1,1.223562458,,,,,,,,,,
Tpi1,0.383527396,0.290629642,0.11,0.095,1,1.223173997,,,,,,,,,,
Gimap7,0.691811839,0.289970359,0.203,0.218,1,1.222615158,,,,,,,,,,
Recql,0.953913048,0.289876572,0.103,0.108,1,1.22253568,,,,,,,,,,
Ldhb,0.509764223,0.289846971,0.203,0.242,1,1.222510597,,,,,,,,,,
Rasgrp2,0.587068604,0.28965057,0.116,0.139,1,1.222344182,,,,,,,,,,
Aff4,0.873635612,0.289539709,0.455,0.527,1,1.222250257,,,,,,,,,,
Mau2,0.527689822,0.289210536,0.213,0.271,1,1.221971414,,,,,,,,,,
Sgms1,0.599133264,0.289013857,0.439,0.498,1,1.221804837,,,,,,,,,,
Rpl14,0.456779711,0.287837889,0.2,0.19,1,1.220809326,,,,,,,,,,
Panx1,0.735470331,0.287618589,0.097,0.114,1,1.220623768,,,,,,,,,,
Suco,0.984650821,0.287174722,0.384,0.462,1,1.220248283,,,,,,,,,,
Bach2,0.136327062,0.28674503,0.555,0.747,1,1.219884899,,,,,,,,,,
Ndufs5,0.951966454,0.286483577,0.165,0.178,1,1.219663845,,,,,,,,,,
Hcfc2,0.631047858,0.285619024,0.106,0.103,1,1.218933165,,,,,,,,,,
Ptprb,0.861070831,0.285333616,0.126,0.126,1,1.218692048,,,,,,,,,,
Chn2,0.724612883,0.285256102,0.323,0.363,1,1.218626571,,,,,,,,,,
Prkd2,0.679988599,0.285198258,0.229,0.277,1,1.218577711,,,,,,,,,,
Gimap9,0.157169889,0.285144946,0.132,0.187,1,1.218532683,,,,,,,,,,
Nfkb1,0.432855701,0.284811835,0.51,0.652,1,1.218251362,,,,,,,,,,
Pak2,0.577964493,0.284560582,0.474,0.566,1,1.218039215,,,,,,,,,,
4930444A19Rik,0.80450668,0.284502447,0.348,0.425,1,1.217990134,,,,,,,,,,
Fbxw4,0.724882661,0.284097888,0.245,0.293,1,1.217648634,,,,,,,,,,
Cdon,0.935431039,0.284079833,0.119,0.125,1,1.217633396,,,,,,,,,,
Khk,0.00010606,0.283413535,0.106,0.038,1,1.21707117,,,,,,,,,,
Lef1,0.200365429,0.282979735,0.206,0.271,1,1.216705268,,,,,,,,,,
Hspe1,0.027191993,0.282850878,0.152,0.236,1,1.2165966,,,,,,,,,,
Sumo1,0.508802135,0.282797278,0.316,0.392,1,1.216551401,,,,,,,,,,
Rpl39,0.08325835,0.28234215,0.303,0.253,1,1.216167676,,,,,,,,,,
Bicd1,0.215042313,0.282231467,0.119,0.161,1,1.216074376,,,,,,,,,,
Depdc5,0.724531851,0.28202601,0.261,0.311,1,1.215901204,,,,,,,,,,
Rpl31,0.473995078,0.281611481,0.165,0.205,1,1.21555189,,,,,,,,,,
Clta,0.753702827,0.281427886,0.294,0.341,1,1.215397211,,,,,,,,,,
Serpinb6a,0.661161101,0.281355694,0.161,0.19,1,1.215336394,,,,,,,,,,
Nbr1,0.672370955,0.28134384,0.245,0.26,1,1.215326408,,,,,,,,,,
Lrrc8c,0.739512226,0.281342779,0.361,0.454,1,1.215325515,,,,,,,,,,
Ermard,0.354732875,0.280419637,0.11,0.095,1,1.214548109,,,,,,,,,,
Lyz2,0.916131952,0.27970573,0.11,0.115,1,1.213947248,,,,,,,,,,
Pdcd4,0.353212624,0.279524408,0.535,0.612,1,1.213794685,,,,,,,,,,
Serf2,0.395425094,0.279289058,0.174,0.159,1,1.213596692,,,,,,,,,,
Nlk,0.992571065,0.278849799,0.455,0.553,1,1.213227243,,,,,,,,,,
Rnf169,0.506723279,0.278581284,0.397,0.489,1,1.213001457,,,,,,,,,,
Prkcq,0.536628695,0.278355284,0.448,0.474,1,1.212811454,,,,,,,,,,
4933434E20Rik,0.517447044,0.278301657,0.152,0.179,1,1.212766373,,,,,,,,,,
Hvcn1,0.335194704,0.278223727,0.219,0.28,1,1.212700865,,,,,,,,,,
Clint1,0.359602361,0.278169706,0.539,0.588,1,1.212655457,,,,,,,,,,
Xpa,0.977252,0.277657146,0.148,0.159,1,1.212224702,,,,,,,,,,
Tmem176b,0.913250643,0.277310032,0.229,0.258,1,1.211933074,,,,,,,,,,
Cd27,0.783003771,0.277306299,0.161,0.167,1,1.211929938,,,,,,,,,,
Peak1,0.809976473,0.277099756,0.487,0.592,1,1.211756445,,,,,,,,,,
Akr1c21,0.241669362,0.277098318,0.281,0.352,1,1.211755237,,,,,,,,,,
Rab5b,0.422532548,0.277041754,0.152,0.19,1,1.211707729,,,,,,,,,,
Itgal,0.387402592,0.276857618,0.329,0.434,1,1.211553084,,,,,,,,,,
Ankrd12,0.510922613,0.275991506,0.632,0.738,1,1.210825955,,,,,,,,,,
Gpr68,0.739635641,0.275959856,0.087,0.101,1,1.210799393,,,,,,,,,,
Acot13,0.784665791,0.275849531,0.142,0.147,1,1.210706804,,,,,,,,,,
Ddx58,0.850551839,0.275763714,0.184,0.212,1,1.210634789,,,,,,,,,,
Adar,0.931299871,0.275356671,0.161,0.179,1,1.210293268,,,,,,,,,,
Cab39l,0.917580742,0.275245469,0.326,0.379,1,1.210199983,,,,,,,,,,
Gm26510,0.296525264,0.27503579,0.148,0.198,1,1.210024107,,,,,,,,,,
Sppl3,0.9698303,0.274287023,0.432,0.524,1,1.20939626,,,,,,,,,,
Tnk2,0.892352417,0.27421523,0.119,0.132,1,1.209336079,,,,,,,,,,
Plekha2,0.965720351,0.273502841,0.348,0.416,1,1.208739067,,,,,,,,,,
Hspd1,0.039757477,0.273419666,0.242,0.35,1,1.208669382,,,,,,,,,,
Rtn4,0.344637031,0.273097118,0.339,0.447,1,1.208399187,,,,,,,,,,
